SampleID,Location,Pos 1,Pos 2,Pos 3,Pos 4,Pos 5,Pos 6,Pos 7,Pos 8,Pos 9,Pos 10,Pos 11,Pos 12,Pos 13,Pos 14,Pos 15,Pos 16,Pos 17,Pos 18,Pos 19,Pos 20,Pos 21,Pos 22,Pos 23,Pos 24,Lat,Long,SampleNumber,Year,Date
SenThies136.2008,Aynina Fall, 1.000000, 1.000000, 2.000000, 2.000000, 1.000000, 1.000000, 1.000000, 2.000000, 2.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 2.000000, 2.000000, 1.000000, 2.000000, 2.000000, 2.000000, 1.000000, 2.000000, 1.000000, 14.792373, -16.924229, 136.000000, 2008.000000, 733715.000000
SenThies137.2008,Cité ousmane Ngom, 2.000000, 1.000000, 2.000000, 2.000000, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 1.000000, 2.000000, 1.000000, 2.000000, 2.000000, 2.000000, 1.000000, 2.000000, 1.000000, 2.000000, 2.000000, 2.000000, 2.000000, 1.000000, 14.778617, -16.941519, 137.000000, 2008.000000, 733716.000000
SenThies139.2008,Cité Lamy, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 2.000000, 1.000000, 2.000000, 2.000000, 2.000000, 1.000000, 2.000000, 2.000000, 1.000000, 2.000000, 1.000000, 2.000000, 2.000000, 1.000000, 2.000000, 1.000000, 2.000000, 2.000000, 1.000000, 14.775694, -16.928607, 139.000000, 2008.000000, 733716.000000
SenThies140.2008,Darou Salam, 2.000000, 1.000000, 2.000000, 2.000000, 1.000000, 1.000000, 1.000000, 2.000000, 2.000000, 2.000000, 2.000000, 1.000000, 2.000000, 2.000000, 2.000000, 1.000000, 2.000000, 2.000000, 1.000000, 2.000000, 2.000000, 2.000000, 2.000000, 1.000000, 14.768432, -16.907793, 140.000000, 2008.000000, 733716.000000
SenThies144.2008,Diamaguene, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 2.000000, 2.000000, 1.000000, 1.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 1.000000, 2.000000, 1.000000, 2.000000, 2.000000, 2.000000, 2.000000, 2.000000, 2.000000, 1.000000, 14.785197, -16.913930, 144.000000, 2008.000000, 733716.000000
SenThies145.2008,Cité Ouvriere, 2.000000, 1.000000, 2.000000, 2.000000, 2.000000, 2.000000, 2.000000, 2.000000, 2.000000, 2.000000, 2.000000, 1.000000, 2.000000, 1.000000, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 2.000000, 2.000000, 1.000000, 2.000000, 1.000000, 14.795329, -16.908937, 145.000000, 2008.000000, 733716.000000
SenThies150.2008,Hersant, 2.000000, 1.000000, 2.000000, 2.000000, 2.000000, 1.000000, 1.000000, 2.000000, 2.000000, 1.000000, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 2.000000, 1.000000, 1.000000, 1.000000, 2.000000, 2.000000, 1.000000, 2.000000, 1.000000, 14.774989, -16.910197, 150.000000, 2008.000000, 733717.000000
SenThies151.2008,Kawsara, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 2.000000, 2.000000, 1.000000, 2.000000, 4.000000, 2.000000, 1.000000, 1.000000, 2.000000, 2.000000, 2.000000, 2.000000, 1.000000, 2.000000, 2.000000, 2.000000, 2.000000, 1.000000, 14.808489, -16.915181, 151.000000, 2008.000000, 733717.000000
SenThies153.2008,Dakhara Mbaye, 1.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 2.000000, 2.000000, 1.000000, 1.000000, 1.000000, 2.000000, 2.000000, 1.000000, 1.000000, 2.000000, 2.000000, 2.000000, 1.000000, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, NaN, NaN, 153.000000, 2008.000000, 733718.000000
SenThies156.2008,Moussanté, 2.000000, 1.000000, 2.000000, 1.000000, 1.000000, 1.000000, 1.000000, 2.000000, 2.000000, 2.000000, 2.000000, 1.000000, 2.000000, 2.000000, 2.000000, 2.000000, 2.000000, 1.000000, 1.000000, 2.000000, 2.000000, 2.000000, 2.000000, 1.000000, 14.787850, -16.921493, 156.000000, 2008.000000, 733718.000000
SenThies175.2008,Mbour 1, 1.000000, 1.000000, 2.000000, 2.000000, 2.000000, 2.000000, 1.000000, 2.000000, 1.000000, 1.000000, 4.000000, 2.000000, 2.000000, 1.000000, 2.000000, 1.000000, 1.000000, 2.000000, 2.000000, 2.000000, 1.000000, 2.000000, 2.000000, 1.000000, 14.775051, -16.937405, 175.000000, 2008.000000, 733722.000000
SenThies177.2008,Diamaguene, 2.000000, 1.000000, 1.000000, 2.000000, 2.000000, 1.000000, 2.000000, 2.000000, 3.000000, 1.000000, 2.000000, 2.000000, 1.000000, 1.000000, 2.000000, 2.000000, 2.000000, 1.000000, 2.000000, 2.000000, 2.000000, 2.000000, 2.000000, 1.000000, 14.785197, -16.913930, 177.000000, 2008.000000, 733723.000000
SenThies179.2008,Sampathé, 1.000000, 1.000000, 2.000000, 2.000000, 1.000000, 2.000000, 1.000000, 2.000000, 2.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 2.000000, 1.000000, 2.000000, 1.000000, 2.000000, 2.000000, 1.000000, 2.000000, 1.000000, 14.782167, -16.908652, 179.000000, 2008.000000, 733723.000000
SenThies180.2008,Hersant, 1.000000, 1.000000, 2.000000, 2.000000, 1.000000, 1.000000, 1.000000, 2.000000, 2.000000, 1.000000, 1.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 2.000000, 2.000000, 1.000000, 14.774989, -16.910197, 180.000000, 2008.000000, 733723.000000
SenThies190.2008,TakhiKaw, 2.000000, 1.000000, 2.000000, 2.000000, 1.000000, 2.000000, 1.000000, 1.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 2.000000, 2.000000, 1.000000, 14.805961, -16.914890, 190.000000, 2008.000000, 733724.000000
SenThies210.2008,Cité Lamy, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 1.000000, 2.000000, 2.000000, 1.000000, 2.000000, 2.000000, 2.000000, 2.000000, 1.000000, 2.000000, 2.000000, 2.000000, 2.000000, 1.000000, 14.775694, -16.928607, 210.000000, 2008.000000, 733729.000000
SenThies211.2008,Cité Lamy, 2.000000, 2.000000, 1.000000, 2.000000, 1.000000, 1.000000, 2.000000, 2.000000, 2.000000, 1.000000, 1.000000, 1.000000, 2.000000, 2.000000, 2.000000, 2.000000, 2.000000, 2.000000, 2.000000, 2.000000, 2.000000, 1.000000, 2.000000, 1.000000, 14.775694, -16.928607, 211.000000, 2008.000000, 733729.000000
SenThies220.2008,TakhiKaw, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 2.000000, 2.000000, 2.000000, 2.000000, 4.000000, 2.000000, 1.000000, 1.000000, 2.000000, 2.000000, 1.000000, 1.000000, 2.000000, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 14.805961, -16.914890, 220.000000, 2008.000000, 733730.000000
SenThies222.2008,Médina Fall, 2.000000, 1.000000, 2.000000, 2.000000, 1.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 1.000000, 1.000000, 2.000000, 2.000000, 2.000000, 1.000000, 1.000000, 2.000000, 2.000000, 2.000000, 1.000000, 14.806358, -16.909274, 222.000000, 2008.000000, 733731.000000
SenThies223.2008,Thially, 1.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 1.000000, 2.000000, 2.000000, 2.000000, 1.000000, 4.000000, 1.000000, 2.000000, 2.000000, 2.000000, 2.000000, 2.000000, 2.000000, 2.000000, 2.000000, 1.000000, 2.000000, 1.000000, 14.804361, -16.936997, 223.000000, 2008.000000, 733731.000000
SenThies224.2008,HLM Thialy, 1.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 1.000000, 2.000000, 2.000000, 2.000000, 4.000000, 2.000000, 1.000000, 2.000000, 2.000000, 2.000000, 2.000000, 2.000000, 2.000000, 2.000000, 2.000000, 1.000000, 2.000000, 1.000000, 14.804293, -16.937276, 224.000000, 2008.000000, 733731.000000
SenThies226.2008,Médina Fall, 2.000000, 1.000000, 2.000000, 2.000000, 1.000000, 2.000000, 1.000000, 2.000000, 2.000000, 2.000000, 2.000000, 1.000000, 2.000000, 1.000000, 2.000000, 2.000000, 2.000000, 1.000000, 2.000000, 1.000000, 1.000000, 1.000000, 2.000000, 1.000000, 14.806358, -16.909274, 226.000000, 2008.000000, 733731.000000
SenThies227.2008,Escale, 2.000000, 1.000000, 2.000000, 2.000000, 1.000000, 2.000000, 1.000000, 2.000000, 2.000000, 1.000000, 4.000000, 1.000000, 1.000000, 1.000000, 2.000000, 2.000000, 2.000000, 2.000000, 1.000000, 2.000000, 2.000000, 1.000000, 2.000000, 1.000000, 14.797208, -16.929267, 227.000000, 2008.000000, 733731.000000
SenThies229.2008,Mbour 2, 2.000000, 4.000000, 4.000000, 4.000000, 1.000000, 4.000000, 1.000000, 2.000000, 1.000000, 1.000000, 4.000000, 2.000000, 1.000000, 1.000000, 1.000000, 2.000000, 2.000000, 2.000000, 1.000000, 2.000000, 1.000000, 2.000000, 2.000000, 1.000000, 14.769055, -16.940495, 229.000000, 2008.000000, 733732.000000
SenThies230.2008,Aiglon, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 2.000000, 2.000000, 1.000000, 1.000000, 2.000000, 4.000000, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 2.000000, 1.000000, 14.795775, -16.921526, 230.000000, 2008.000000, 733732.000000
SenThies231.2008,Diakhao, 2.000000, 1.000000, 2.000000, 2.000000, 2.000000, 1.000000, 1.000000, 2.000000, 2.000000, 1.000000, 2.000000, 1.000000, 1.000000, 1.000000, 1.000000, 2.000000, 2.000000, 1.000000, 1.000000, 2.000000, 2.000000, 1.000000, 2.000000, 1.000000, 14.798762, -16.938622, 231.000000, 2008.000000, 733732.000000
SenThies232.2008,Diamaguene, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 2.000000, 2.000000, 1.000000, 2.000000, 2.000000, 2.000000, 2.000000, 1.000000, 2.000000, 1.000000, 2.000000, 2.000000, 2.000000, 1.000000, 1.000000, 2.000000, 2.000000, 1.000000, 14.785197, -16.913930, 232.000000, 2008.000000, 733732.000000
SenThies233.2008,Sampathé, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 2.000000, 1.000000, 2.000000, 2.000000, 1.000000, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 2.000000, 1.000000, 2.000000, 2.000000, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 14.782167, -16.908652, 233.000000, 2008.000000, 733733.000000
SenThies238.2008,Cité ousmane Ngom, 2.000000, 1.000000, 1.000000, 2.000000, 2.000000, 2.000000, 1.000000, 2.000000, 1.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 2.000000, 2.000000, 1.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 14.778617, -16.941519, 238.000000, 2008.000000, 733733.000000
SenThies242.2008,Cite Stade Sud, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 1.000000, 2.000000, 1.000000, 2.000000, 1.000000, 1.000000, 1.000000, 1.000000, 2.000000, 2.000000, 2.000000, 2.000000, 1.000000, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 14.766583, -16.945832, 242.000000, 2008.000000, 733736.000000
SenThies246.2008,Fade, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 2.000000, 1.000000, 2.000000, 1.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 2.000000, 2.000000, 1.000000, 2.000000, 1.000000, 2.000000, 2.000000, 1.000000, 2.000000, 1.000000, NaN, NaN, 246.000000, 2008.000000, 733736.000000
SenThies249.2008,TakhiKaw, 2.000000, 1.000000, 1.000000, 2.000000, 3.000000, 1.000000, 1.000000, 2.000000, 1.000000, 2.000000, 1.000000, 1.000000, 1.000000, 1.000000, 2.000000, 2.000000, 2.000000, 1.000000, 1.000000, 2.000000, 2.000000, 1.000000, 2.000000, 1.000000, 14.805961, -16.914890, 249.000000, 2008.000000, 733737.000000
SenThies251.2008,Diakhao Kanda, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 2.000000, 2.000000, 1.000000, 1.000000, 2.000000, 2.000000, 2.000000, 2.000000, 2.000000, 2.000000, 1.000000, 2.000000, 2.000000, 1.000000, 14.803109, -16.942415, 251.000000, 2008.000000, 733737.000000
SenThies108.2009,Kawsara, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 2.000000, 2.000000, 2.000000, 2.000000, 4.000000, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 1.000000, 2.000000, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 14.808489, -16.915181, 108.000000, 2009.000000, 734072.000000
SenThies109.2009,Kawsara, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 2.000000, 2.000000, 2.000000, 2.000000, 4.000000, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 1.000000, 2.000000, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 14.808489, -16.915181, 109.000000, 2009.000000, 734072.000000
SenThies153.2009,Diakhao, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 2.000000, 2.000000, 2.000000, 2.000000, 4.000000, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 1.000000, 2.000000, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 14.798762, -16.938622, 153.000000, 2009.000000, 734086.000000
SenThies001.2009,Médina Fall, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 2.000000, 1.000000, 1.000000, 1.000000, 1.000000, 2.000000, 2.000000, 1.000000, 2.000000, 2.000000, 1.000000, 2.000000, 1.000000, 1.000000, 2.000000, 2.000000, 2.000000, 2.000000, 1.000000, 14.806358, -16.909274, 1.000000, 2009.000000, 734044.000000
SenThies028.2009,Keur Mame El Hadji, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 2.000000, 1.000000, 1.000000, 1.000000, 1.000000, 2.000000, 2.000000, 1.000000, 2.000000, 2.000000, 1.000000, 2.000000, 1.000000, 1.000000, 2.000000, 2.000000, 2.000000, 2.000000, 1.000000, 14.801579, -16.924197, 28.000000, 2009.000000, 734052.000000
SenThies034.2009,Hersant, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 2.000000, 1.000000, 1.000000, 1.000000, 1.000000, 2.000000, 2.000000, 1.000000, 2.000000, 2.000000, 1.000000, 2.000000, 1.000000, 1.000000, 2.000000, 2.000000, 2.000000, 2.000000, 1.000000, 14.774989, -16.910197, 34.000000, 2009.000000, 734053.000000
SenThies138.2009,Médina Fall, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 2.000000, 1.000000, 1.000000, 1.000000, 1.000000, 2.000000, 2.000000, 1.000000, 2.000000, 2.000000, 1.000000, 2.000000, 1.000000, 1.000000, 2.000000, 2.000000, 2.000000, 2.000000, 1.000000, 14.806358, -16.909274, 138.000000, 2009.000000, 734080.000000
SenThies142.2009,Pinthioum Aly Nguer, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 2.000000, 1.000000, 1.000000, 1.000000, 1.000000, 2.000000, 2.000000, 1.000000, 2.000000, 2.000000, 1.000000, 2.000000, 1.000000, 1.000000, 2.000000, 2.000000, 2.000000, 2.000000, 1.000000, NaN, NaN, 142.000000, 2009.000000, 734080.000000
SenThies032.2009,Diamaguene, 1.000000, 1.000000, 2.000000, 2.000000, 1.000000, 1.000000, 1.000000, 2.000000, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 2.000000, 2.000000, 1.000000, 14.785197, -16.913930, 32.000000, 2009.000000, 734053.000000
SenThies062.2009,Cité ousmane Ngom, 2.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 2.000000, 2.000000, 2.000000, 1.000000, 1.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 14.778617, -16.941519, 62.000000, 2009.000000, 734061.000000
SenThies106.2009,Bayal Khoudia Badiane, 2.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 2.000000, 2.000000, 2.000000, 1.000000, 1.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 14.791653, -16.923446, 106.000000, 2009.000000, 734072.000000
SenThies145.2009,Diakhao, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 2.000000, 2.000000, 1.000000, 2.000000, 2.000000, 2.000000, 2.000000, 2.000000, 1.000000, 2.000000, 1.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 14.798762, -16.938622, 145.000000, 2009.000000, 734081.000000
SenThies150.2009,Diakhao, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 2.000000, 2.000000, 1.000000, 2.000000, 2.000000, 2.000000, 2.000000, 2.000000, 1.000000, 2.000000, 1.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 14.798762, -16.938622, 150.000000, 2009.000000, 734083.000000
SenThies079.2009,Thiona Serere, 1.000000, 2.000000, 1.000000, 2.000000, 1.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 1.000000, 2.000000, 2.000000, 1.000000, 2.000000, 1.000000, 1.000000, 1.000000, 1.000000, 2.000000, 1.000000, NaN, NaN, 79.000000, 2009.000000, 734065.000000
SenThies133.2009,HLM Rte de Dakar, 1.000000, 2.000000, 1.000000, 2.000000, 1.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 1.000000, 2.000000, 2.000000, 1.000000, 2.000000, 1.000000, 1.000000, 1.000000, 1.000000, 2.000000, 1.000000, 14.781263, -16.945794, 133.000000, 2009.000000, 734079.000000
SenThies029.2009,Cité Senghor, 1.000000, 1.000000, 1.000000, 2.000000, 1.000000, 2.000000, 1.000000, 2.000000, 1.000000, 2.000000, 2.000000, 2.000000, 1.000000, 2.000000, 2.000000, 2.000000, 2.000000, 1.000000, 2.000000, 2.000000, 2.000000, 1.000000, 2.000000, 1.000000, 14.776400, -16.920153, 29.000000, 2009.000000, 734052.000000
SenThies132.2009,Som, 1.000000, 1.000000, 1.000000, 2.000000, 1.000000, 2.000000, 1.000000, 2.000000, 1.000000, 2.000000, 2.000000, 2.000000, 1.000000, 2.000000, 2.000000, 2.000000, 2.000000, 1.000000, 2.000000, 2.000000, 2.000000, 1.000000, 2.000000, 1.000000, 14.780674, -16.937405, 132.000000, 2009.000000, 734076.000000
SenThies084.2009,Gouy Sombel, 2.000000, 1.000000, 1.000000, 2.000000, 2.000000, 2.000000, 1.000000, 2.000000, 1.000000, 1.000000, 2.000000, 2.000000, 1.000000, 1.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 2.000000, 2.000000, 1.000000, 14.784078, -16.924093, 84.000000, 2009.000000, 734066.000000
SenThies085.2009,Gouy Sombel, 2.000000, 1.000000, 1.000000, 2.000000, 2.000000, 2.000000, 1.000000, 2.000000, 1.000000, 1.000000, 2.000000, 2.000000, 1.000000, 1.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 2.000000, 2.000000, 1.000000, 14.784078, -16.924093, 85.000000, 2009.000000, 734066.000000
SenThies071.2009,Prefecture, 1.000000, 1.000000, 1.000000, 2.000000, 2.000000, 1.000000, 2.000000, 2.000000, 1.000000, 2.000000, 2.000000, 2.000000, 2.000000, 1.000000, 2.000000, 2.000000, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 14.796639, -16.931703, 71.000000, 2009.000000, 734062.000000
SenThies119.2009,Daroukhane, 1.000000, 1.000000, 1.000000, 2.000000, 2.000000, 1.000000, 2.000000, 2.000000, 1.000000, 2.000000, 2.000000, 2.000000, 2.000000, 1.000000, 2.000000, 2.000000, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 14.782202, -17.372059, 119.000000, 2009.000000, 734075.000000
SenThies056.2009,Hersant, 1.000000, 1.000000, 1.000000, 2.000000, 1.000000, 2.000000, 1.000000, 2.000000, 2.000000, 2.000000, 4.000000, 1.000000, 1.000000, 1.000000, 1.000000, 2.000000, 1.000000, 2.000000, 1.000000, 2.000000, 2.000000, 1.000000, 2.000000, 1.000000, 14.774989, -16.910197, 56.000000, 2009.000000, 734059.000000
SenThies058.2009,Keur seib, 1.000000, 1.000000, 1.000000, 2.000000, 1.000000, 2.000000, 1.000000, 2.000000, 2.000000, 2.000000, 4.000000, 1.000000, 1.000000, 1.000000, 1.000000, 2.000000, 1.000000, 2.000000, 1.000000, 2.000000, 2.000000, 1.000000, 2.000000, 1.000000, 14.800030, -16.924130, 58.000000, 2009.000000, 734059.000000
SenThies061.2009,Médina Fall, 1.000000, 1.000000, 1.000000, 2.000000, 1.000000, 2.000000, 1.000000, 2.000000, 2.000000, 2.000000, 4.000000, 1.000000, 1.000000, 1.000000, 1.000000, 2.000000, 1.000000, 2.000000, 1.000000, 2.000000, 2.000000, 1.000000, 2.000000, 1.000000, 14.806358, -16.909274, 61.000000, 2009.000000, 734060.000000
SenThies072.2009,Hersant, 1.000000, 1.000000, 1.000000, 2.000000, 1.000000, 2.000000, 1.000000, 2.000000, 2.000000, 2.000000, 4.000000, 1.000000, 1.000000, 1.000000, 1.000000, 2.000000, 1.000000, 2.000000, 1.000000, 2.000000, 2.000000, 1.000000, 2.000000, 1.000000, 14.774989, -16.910197, 72.000000, 2009.000000, 734062.000000
SenThies002.2009,Médina Fall, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 2.000000, 2.000000, 2.000000, 1.000000, 2.000000, 1.000000, 1.000000, 2.000000, 2.000000, 2.000000, 1.000000, 1.000000, 1.000000, 2.000000, 2.000000, 1.000000, 2.000000, 1.000000, 14.806358, -16.909274, 2.000000, 2009.000000, 734044.000000
SenThies007.2009,Nd, 2.000000, 1.000000, 1.000000, 2.000000, 2.000000, 1.000000, 1.000000, 2.000000, 2.000000, 2.000000, 1.000000, 2.000000, 2.000000, 1.000000, 1.000000, 1.000000, 1.000000, 2.000000, 2.000000, 2.000000, 1.000000, 2.000000, 2.000000, 1.000000, NaN, NaN, 7.000000, 2009.000000, 734045.000000
SenThies010.2009,Randoulene Nord, 2.000000, 1.000000, 1.000000, 2.000000, 2.000000, 2.000000, 1.000000, 1.000000, 1.000000, 1.000000, 4.000000, 1.000000, 1.000000, 1.000000, 2.000000, 2.000000, 2.000000, 1.000000, 1.000000, 1.000000, 2.000000, 1.000000, 2.000000, 1.000000, 14.789014, -16.925861, 10.000000, 2009.000000, 734047.000000
SenThies011.2009,Sampathé, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 2.000000, 1.000000, 1.000000, 2.000000, 2.000000, 1.000000, 1.000000, 1.000000, 2.000000, 1.000000, 2.000000, 2.000000, 1.000000, 14.782167, -16.908652, 11.000000, 2009.000000, 734047.000000
SenThies013.2009,Darou Salam, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 2.000000, 1.000000, 2.000000, 1.000000, 1.000000, 2.000000, 2.000000, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 14.768432, -16.907793, 13.000000, 2009.000000, 734047.000000
SenThies015.2009,Silma, 2.000000, 1.000000, 2.000000, 1.000000, 2.000000, 1.000000, 1.000000, 1.000000, 1.000000, 2.000000, 4.000000, 2.000000, 2.000000, 2.000000, 1.000000, 2.000000, 2.000000, 2.000000, 2.000000, 2.000000, 1.000000, 2.000000, 2.000000, 1.000000, 14.767918, -16.919661, 15.000000, 2009.000000, 734048.000000
SenThies018.2009,Cité Senghor, 2.000000, 1.000000, 2.000000, 2.000000, 2.000000, 2.000000, 2.000000, 2.000000, 2.000000, 1.000000, 2.000000, 2.000000, 1.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 1.000000, 2.000000, 1.000000, 2.000000, 2.000000, 1.000000, 14.776400, -16.920153, 18.000000, 2009.000000, 734051.000000
SenThies021.2009,Médina Fall, 2.000000, 1.000000, 2.000000, 2.000000, 1.000000, 1.000000, 1.000000, 2.000000, 1.000000, 2.000000, 2.000000, 2.000000, 1.000000, 1.000000, 2.000000, 2.000000, 1.000000, 1.000000, 1.000000, 2.000000, 2.000000, 1.000000, 2.000000, 1.000000, 14.806358, -16.909274, 21.000000, 2009.000000, 734051.000000
SenThies022.2009,Hersant, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 2.000000, 2.000000, 2.000000, 1.000000, 2.000000, 4.000000, 2.000000, 2.000000, 1.000000, 2.000000, 2.000000, 1.000000, 1.000000, 1.000000, 2.000000, 2.000000, 1.000000, 2.000000, 1.000000, 14.774989, -16.910197, 22.000000, 2009.000000, 734051.000000
SenThies023.2009,Cité Lamy, 2.000000, 1.000000, 2.000000, 2.000000, 1.000000, 2.000000, 1.000000, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 1.000000, 2.000000, 1.000000, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 14.775694, -16.928607, 23.000000, 2009.000000, 734051.000000
SenThies033.2009,Diamaguene, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 1.000000, 1.000000, 2.000000, 1.000000, 2.000000, 1.000000, 2.000000, 1.000000, 1.000000, 2.000000, 2.000000, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 2.000000, 2.000000, 1.000000, 14.785197, -16.913930, 33.000000, 2009.000000, 734053.000000
SenThies037.2009,Mbour 1, 1.000000, 1.000000, 2.000000, 2.000000, 1.000000, 2.000000, 1.000000, 2.000000, 2.000000, 2.000000, 4.000000, 2.000000, 1.000000, 1.000000, 2.000000, 2.000000, 2.000000, 2.000000, 1.000000, 2.000000, 2.000000, 2.000000, 2.000000, 1.000000, 14.775051, -16.937405, 37.000000, 2009.000000, 734054.000000
SenThies042.2009,Diakhao, 2.000000, 1.000000, 2.000000, 2.000000, 1.000000, 2.000000, 2.000000, 2.000000, 1.000000, 1.000000, 2.000000, 2.000000, 1.000000, 1.000000, 2.000000, 2.000000, 1.000000, 1.000000, 1.000000, 2.000000, 2.000000, 2.000000, 2.000000, 1.000000, 14.798762, -16.938622, 42.000000, 2009.000000, 734054.000000
SenThies045.2009,Hersant, 2.000000, 1.000000, 1.000000, 2.000000, 1.000000, 2.000000, 1.000000, 2.000000, 1.000000, 2.000000, 1.000000, 2.000000, 2.000000, 1.000000, 2.000000, 2.000000, 2.000000, 1.000000, 2.000000, 2.000000, 1.000000, 2.000000, 2.000000, 1.000000, 14.774989, -16.910197, 45.000000, 2009.000000, 734055.000000
